Series Name,Series Code,Country Name,Country Code,Year,Year Code,Value
Mortality rate adult female (per 1000 female adults),SP.DYN.AMRT.FE,Tonga,TON,2009,YR2009,110.222
Mortality rate adult female (per 1000 female adults),SP.DYN.AMRT.FE,Tonga,TON,2010,YR2010,108.524
Mortality rate adult female (per 1000 female adults),SP.DYN.AMRT.FE,Tonga,TON,2011,YR2011,106.826
Mortality rate adult female (per 1000 female adults),SP.DYN.AMRT.FE,Tonga,TON,2012,YR2012,105.128
Mortality rate adult female (per 1000 female adults),SP.DYN.AMRT.FE,Tonga,TON,2013,YR2013,103.621
Mortality rate adult female (per 1000 female adults),SP.DYN.AMRT.FE,Tuvalu,TUV,2009,YR2009,..
Mortality rate adult female (per 1000 female adults),SP.DYN.AMRT.FE,Tuvalu,TUV,2010,YR2010,..
Mortality rate adult female (per 1000 female adults),SP.DYN.AMRT.FE,Tuvalu,TUV,2011,YR2011,..
Mortality rate adult female (per 1000 female adults),SP.DYN.AMRT.FE,Tuvalu,TUV,2012,YR2012,..
Mortality rate adult female (per 1000 female adults),SP.DYN.AMRT.FE,Tuvalu,TUV,2013,YR2013,..
Mortality rate adult female (per 1000 female adults),SP.DYN.AMRT.FE,Vanuatu,VUT,2009,YR2009,122.537
Mortality rate adult female (per 1000 female adults),SP.DYN.AMRT.FE,Vanuatu,VUT,2010,YR2010,119.247
Mortality rate adult female (per 1000 female adults),SP.DYN.AMRT.FE,Vanuatu,VUT,2011,YR2011,115.957
Mortality rate adult female (per 1000 female adults),SP.DYN.AMRT.FE,Vanuatu,VUT,2012,YR2012,112.667
Mortality rate adult female (per 1000 female adults),SP.DYN.AMRT.FE,Vanuatu,VUT,2013,YR2013,110.107
Mortality rate adult female (per 1000 female adults),SP.DYN.AMRT.FE,Vietnam,VNM,2009,YR2009,70.0114
Mortality rate adult female (per 1000 female adults),SP.DYN.AMRT.FE,Vietnam,VNM,2010,YR2010,69.5536
Mortality rate adult female (per 1000 female adults),SP.DYN.AMRT.FE,Vietnam,VNM,2011,YR2011,69.0958
Mortality rate adult female (per 1000 female adults),SP.DYN.AMRT.FE,Vietnam,VNM,2012,YR2012,68.638
Mortality rate adult female (per 1000 female adults),SP.DYN.AMRT.FE,Vietnam,VNM,2013,YR2013,68.146
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,American Samoa,ASM,2009,YR2009,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,American Samoa,ASM,2010,YR2010,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,American Samoa,ASM,2011,YR2011,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,American Samoa,ASM,2012,YR2012,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,American Samoa,ASM,2013,YR2013,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Australia,AUS,2009,YR2009,80.599
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Australia,AUS,2010,YR2010,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Australia,AUS,2011,YR2011,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Australia,AUS,2012,YR2012,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Australia,AUS,2013,YR2013,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Brunei Darussalam,BRN,2009,YR2009,100.833
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Brunei Darussalam,BRN,2010,YR2010,97.374
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Brunei Darussalam,BRN,2011,YR2011,93.916
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Brunei Darussalam,BRN,2012,YR2012,90.458
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Brunei Darussalam,BRN,2013,YR2013,87.612
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Cambodia,KHM,2009,YR2009,228.147
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Cambodia,KHM,2010,YR2010,224.738
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Cambodia,KHM,2011,YR2011,221.329
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Cambodia,KHM,2012,YR2012,217.92
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Cambodia,KHM,2013,YR2013,213.897
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,China,CHN,2009,YR2009,112.6052
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,China,CHN,2010,YR2010,109.4718
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,China,CHN,2011,YR2011,106.3384
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,China,CHN,2012,YR2012,103.205
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,China,CHN,2013,YR2013,101.5344
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Fiji,FJI,2009,YR2009,247.927
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Fiji,FJI,2010,YR2010,245.086
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Fiji,FJI,2011,YR2011,242.246
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Fiji,FJI,2012,YR2012,239.406
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Fiji,FJI,2013,YR2013,237.517
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,French Polynesia,PYF,2009,YR2009,142.582
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,French Polynesia,PYF,2010,YR2010,140.189
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,French Polynesia,PYF,2011,YR2011,137.797
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,French Polynesia,PYF,2012,YR2012,135.404
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,French Polynesia,PYF,2013,YR2013,132.817
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Guam,GUM,2009,YR2009,93.746
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Guam,GUM,2010,YR2010,90.873
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Guam,GUM,2011,YR2011,87.999
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Guam,GUM,2012,YR2012,85.125
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Guam,GUM,2013,YR2013,82.562
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Hong Kong SAR China,HKG,2009,YR2009,73.8546
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Hong Kong SAR China,HKG,2010,YR2010,72.4884
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Hong Kong SAR China,HKG,2011,YR2011,71.1222
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Hong Kong SAR China,HKG,2012,YR2012,69.756
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Hong Kong SAR China,HKG,2013,YR2013,68.4974
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Indonesia,IDN,2009,YR2009,214.829
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Indonesia,IDN,2010,YR2010,213.184
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Indonesia,IDN,2011,YR2011,211.539
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Indonesia,IDN,2012,YR2012,209.894
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Indonesia,IDN,2013,YR2013,207.562
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Japan,JPN,2009,YR2009,84.198
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Japan,JPN,2010,YR2010,82.682
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Japan,JPN,2011,YR2011,83.08
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Japan,JPN,2012,YR2012,76.911
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Japan,JPN,2013,YR2013,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Kiribati,KIR,2009,YR2009,248.108
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Kiribati,KIR,2010,YR2010,246.905
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Kiribati,KIR,2011,YR2011,245.702
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Kiribati,KIR,2012,YR2012,244.498
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Kiribati,KIR,2013,YR2013,242.355
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Korea Dem. Rep.,PRK,2009,YR2009,194.308
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Korea Dem. Rep.,PRK,2010,YR2010,190.503
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Korea Dem. Rep.,PRK,2011,YR2011,186.699
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Korea Dem. Rep.,PRK,2012,YR2012,182.894
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Korea Dem. Rep.,PRK,2013,YR2013,179.367
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Korea Rep.,KOR,2009,YR2009,101.364
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Korea Rep.,KOR,2010,YR2010,98.198
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Korea Rep.,KOR,2011,YR2011,95.032
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Korea Rep.,KOR,2012,YR2012,91.866
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Korea Rep.,KOR,2013,YR2013,89.2706
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Lao PDR,LAO,2009,YR2009,242.732
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Lao PDR,LAO,2010,YR2010,237.388
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Lao PDR,LAO,2011,YR2011,232.045
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Lao PDR,LAO,2012,YR2012,226.701
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Lao PDR,LAO,2013,YR2013,222.052
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Macao SAR China,MAC,2009,YR2009,87.798
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Macao SAR China,MAC,2010,YR2010,85.103
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Macao SAR China,MAC,2011,YR2011,82.408
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Macao SAR China,MAC,2012,YR2012,79.712
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Macao SAR China,MAC,2013,YR2013,77.476
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Malaysia,MYS,2009,YR2009,170.344
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Malaysia,MYS,2010,YR2010,170.879
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Malaysia,MYS,2011,YR2011,171.414
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Malaysia,MYS,2012,YR2012,171.948
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Malaysia,MYS,2013,YR2013,169.332
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Marshall Islands,MHL,2009,YR2009,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Marshall Islands,MHL,2010,YR2010,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Marshall Islands,MHL,2011,YR2011,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Marshall Islands,MHL,2012,YR2012,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Marshall Islands,MHL,2013,YR2013,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Micronesia Fed. Sts.,FSM,2009,YR2009,184.271
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Micronesia Fed. Sts.,FSM,2010,YR2010,183.199
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Micronesia Fed. Sts.,FSM,2011,YR2011,182.127
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Micronesia Fed. Sts.,FSM,2012,YR2012,181.055
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Micronesia Fed. Sts.,FSM,2013,YR2013,179.748
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Mongolia,MNG,2009,YR2009,319.465
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Mongolia,MNG,2010,YR2010,314.421
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Mongolia,MNG,2011,YR2011,309.377
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Mongolia,MNG,2012,YR2012,304.332
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Mongolia,MNG,2013,YR2013,301.989
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Myanmar,MMR,2009,YR2009,242.241
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Myanmar,MMR,2010,YR2010,239.16
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Myanmar,MMR,2011,YR2011,236.08
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Myanmar,MMR,2012,YR2012,232.999
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Myanmar,MMR,2013,YR2013,231.202
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,New Caledonia,NCL,2009,YR2009,120.3794
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,New Caledonia,NCL,2010,YR2010,117.6796
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,New Caledonia,NCL,2011,YR2011,114.9798
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,New Caledonia,NCL,2012,YR2012,112.28
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,New Caledonia,NCL,2013,YR2013,109.6964
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,New Zealand,NZL,2009,YR2009,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,New Zealand,NZL,2010,YR2010,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,New Zealand,NZL,2011,YR2011,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,New Zealand,NZL,2012,YR2012,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,New Zealand,NZL,2013,YR2013,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Northern Mariana Islands,MNP,2009,YR2009,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Northern Mariana Islands,MNP,2010,YR2010,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Northern Mariana Islands,MNP,2011,YR2011,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Northern Mariana Islands,MNP,2012,YR2012,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Northern Mariana Islands,MNP,2013,YR2013,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Palau,PLW,2009,YR2009,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Palau,PLW,2010,YR2010,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Palau,PLW,2011,YR2011,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Palau,PLW,2012,YR2012,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Palau,PLW,2013,YR2013,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Papua New Guinea,PNG,2009,YR2009,326.174
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Papua New Guinea,PNG,2010,YR2010,323.727
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Papua New Guinea,PNG,2011,YR2011,321.279
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Papua New Guinea,PNG,2012,YR2012,318.832
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Papua New Guinea,PNG,2013,YR2013,316.025
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Philippines,PHL,2009,YR2009,276.56
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Philippines,PHL,2010,YR2010,276.408
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Philippines,PHL,2011,YR2011,276.256
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Philippines,PHL,2012,YR2012,276.104
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Philippines,PHL,2013,YR2013,273.947
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Samoa,WSM,2009,YR2009,178.503
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Samoa,WSM,2010,YR2010,174.292
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Samoa,WSM,2011,YR2011,170.081
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Samoa,WSM,2012,YR2012,165.87
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Samoa,WSM,2013,YR2013,162.228
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Singapore,SGP,2009,YR2009,78.4718
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Singapore,SGP,2010,YR2010,76.9312
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Singapore,SGP,2011,YR2011,75.3906
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Singapore,SGP,2012,YR2012,73.85
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Singapore,SGP,2013,YR2013,72.507
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Solomon Islands,SLB,2009,YR2009,210.341
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Solomon Islands,SLB,2010,YR2010,207.824
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Solomon Islands,SLB,2011,YR2011,205.307
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Solomon Islands,SLB,2012,YR2012,202.789
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Solomon Islands,SLB,2013,YR2013,200.37
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Thailand,THA,2009,YR2009,217.752
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Thailand,THA,2010,YR2010,215.513
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Thailand,THA,2011,YR2011,213.274
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Thailand,THA,2012,YR2012,211.034
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Thailand,THA,2013,YR2013,208.894
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Timor-Leste,TMP,2009,YR2009,226.7666
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Timor-Leste,TMP,2010,YR2010,220.3984
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Timor-Leste,TMP,2011,YR2011,214.0302
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Timor-Leste,TMP,2012,YR2012,207.662
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Timor-Leste,TMP,2013,YR2013,202.5904
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Tonga,TON,2009,YR2009,176.578
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Tonga,TON,2010,YR2010,174.601
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Tonga,TON,2011,YR2011,172.624
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Tonga,TON,2012,YR2012,170.648
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Tonga,TON,2013,YR2013,168.605
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Tuvalu,TUV,2009,YR2009,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Tuvalu,TUV,2010,YR2010,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Tuvalu,TUV,2011,YR2011,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Tuvalu,TUV,2012,YR2012,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Tuvalu,TUV,2013,YR2013,..
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Vanuatu,VUT,2009,YR2009,171.444
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Vanuatu,VUT,2010,YR2010,167.951
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Vanuatu,VUT,2011,YR2011,164.459
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Vanuatu,VUT,2012,YR2012,160.966
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Vanuatu,VUT,2013,YR2013,158.273
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Vietnam,VNM,2009,YR2009,194.8414
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Vietnam,VNM,2010,YR2010,192.9206
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Vietnam,VNM,2011,YR2011,190.9998
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Vietnam,VNM,2012,YR2012,189.079
Mortality rate adult male (per 1000 male adults),SP.DYN.AMRT.MA,Vietnam,VNM,2013,YR2013,186.909
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,American Samoa,ASM,2009,YR2009,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,American Samoa,ASM,2010,YR2010,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,American Samoa,ASM,2011,YR2011,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,American Samoa,ASM,2012,YR2012,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,American Samoa,ASM,2013,YR2013,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,Australia,AUS,2009,YR2009,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,Australia,AUS,2010,YR2010,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,Australia,AUS,2011,YR2011,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,Australia,AUS,2012,YR2012,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,Australia,AUS,2013,YR2013,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,Brunei Darussalam,BRN,2009,YR2009,19.70000076
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,Brunei Darussalam,BRN,2010,YR2010,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,Brunei Darussalam,BRN,2011,YR2011,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,Brunei Darussalam,BRN,2012,YR2012,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,Brunei Darussalam,BRN,2013,YR2013,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,Cambodia,KHM,2009,YR2009,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,Cambodia,KHM,2010,YR2010,40.90000153
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,Cambodia,KHM,2011,YR2011,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,Cambodia,KHM,2012,YR2012,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,Cambodia,KHM,2013,YR2013,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,China,CHN,2009,YR2009,12.60000038
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,China,CHN,2010,YR2010,9.399999619
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,China,CHN,2011,YR2011,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,China,CHN,2012,YR2012,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,China,CHN,2013,YR2013,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,Fiji,FJI,2009,YR2009,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,Fiji,FJI,2010,YR2010,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,Fiji,FJI,2011,YR2011,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,Fiji,FJI,2012,YR2012,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,Fiji,FJI,2013,YR2013,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,French Polynesia,PYF,2009,YR2009,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,French Polynesia,PYF,2010,YR2010,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,French Polynesia,PYF,2011,YR2011,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,French Polynesia,PYF,2012,YR2012,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,French Polynesia,PYF,2013,YR2013,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,Guam,GUM,2009,YR2009,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,Guam,GUM,2010,YR2010,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,Guam,GUM,2011,YR2011,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,Guam,GUM,2012,YR2012,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,Guam,GUM,2013,YR2013,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,Hong Kong SAR China,HKG,2009,YR2009,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,Hong Kong SAR China,HKG,2010,YR2010,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,Hong Kong SAR China,HKG,2011,YR2011,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,Hong Kong SAR China,HKG,2012,YR2012,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,Hong Kong SAR China,HKG,2013,YR2013,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,Indonesia,IDN,2009,YR2009,..
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,Indonesia,IDN,2010,YR2010,39.20000076
Malnutrition prevalence height for age (% of children under 5),SH.STA.STNT.ZS,Indonesia,IDN,2011,YR2011,..
