X1,X2,V3
19,12,291
19,13,216
19,14,135
19,15,48
19,16,-45
19,17,-144
19,18,-249
19,19,-360
19,20,-477
19,21,-600
19,22,-729
19,23,-864
19,24,-1005
19,25,-1152
19,26,-1305
19,27,-1464
19,28,-1629
19,29,-1800
19,30,-1977
19,31,-2160
19,32,-2349
19,33,-2544
19,34,-2745
19,35,-2952
19,36,-3165
19,37,-3384
19,38,-3609
19,39,-3840
19,40,-4077
19,41,-4320
19,42,-4569
19,43,-4824
19,44,-5085
19,45,-5352
19,46,-5625
19,47,-5904
19,48,-6189
19,49,-6480
19,50,-6777
19,51,-7080
19,52,-7389
19,53,-7704
19,54,-8025
19,55,-8352
19,56,-8685
19,57,-9024
19,58,-9369
19,59,-9720
19,60,-10077
19,61,-10440
19,62,-10809
19,63,-11184
19,64,-11565
19,65,-11952
19,66,-12345
19,67,-12744
19,68,-13149
19,69,-13560
19,70,-13977
19,71,-14400
19,72,-14829
19,73,-15264
19,74,-15705
19,75,-16152
19,76,-16605
19,77,-17064
19,78,-17529
19,79,-18000
19,80,-18477
19,81,-18960
19,82,-19449
19,83,-19944
19,84,-20445
19,85,-20952
19,86,-21465
19,87,-21984
19,88,-22509
19,89,-23040
19,90,-23577
19,91,-24120
19,92,-24669
19,93,-25224
19,94,-25785
19,95,-26352
19,96,-26925
19,97,-27504
19,98,-28089
19,99,-28680
19,100,-29277
20,1,798
20,2,789
20,3,774
20,4,753
20,5,726
20,6,693
20,7,654
20,8,609
20,9,558
20,10,501
20,11,438
20,12,369
20,13,294
20,14,213
20,15,126
20,16,33
20,17,-66
20,18,-171
20,19,-282
20,20,-399
20,21,-522
20,22,-651
20,23,-786
20,24,-927
20,25,-1074
20,26,-1227
20,27,-1386
20,28,-1551
20,29,-1722
20,30,-1899
20,31,-2082
20,32,-2271
20,33,-2466
20,34,-2667
20,35,-2874
20,36,-3087
20,37,-3306
20,38,-3531
20,39,-3762
20,40,-3999
20,41,-4242
20,42,-4491
20,43,-4746
20,44,-5007
20,45,-5274
20,46,-5547
20,47,-5826
20,48,-6111
20,49,-6402
20,50,-6699
20,51,-7002
20,52,-7311
20,53,-7626
20,54,-7947
20,55,-8274
20,56,-8607
20,57,-8946
20,58,-9291
20,59,-9642
20,60,-9999
20,61,-10362
20,62,-10731
20,63,-11106
20,64,-11487
20,65,-11874
20,66,-12267
20,67,-12666
20,68,-13071
20,69,-13482
20,70,-13899
20,71,-14322
20,72,-14751
20,73,-15186
20,74,-15627
20,75,-16074
20,76,-16527
20,77,-16986
20,78,-17451
20,79,-17922
20,80,-18399
20,81,-18882
20,82,-19371
20,83,-19866
20,84,-20367
20,85,-20874
20,86,-21387
20,87,-21906
20,88,-22431
20,89,-22962
20,90,-23499
20,91,-24042
20,92,-24591
20,93,-25146
20,94,-25707
20,95,-26274
20,96,-26847
20,97,-27426
20,98,-28011
20,99,-28602
20,100,-29199
21,1,880
21,2,871
21,3,856
21,4,835
21,5,808
21,6,775
21,7,736
21,8,691
21,9,640
21,10,583
21,11,520
21,12,451
21,13,376
21,14,295
21,15,208
21,16,115
21,17,16
21,18,-89
21,19,-200
21,20,-317
21,21,-440
21,22,-569
21,23,-704
21,24,-845
21,25,-992
21,26,-1145
21,27,-1304
21,28,-1469
21,29,-1640
21,30,-1817
21,31,-2000
21,32,-2189
21,33,-2384
21,34,-2585
21,35,-2792
21,36,-3005
21,37,-3224
21,38,-3449
21,39,-3680
21,40,-3917
21,41,-4160
21,42,-4409
21,43,-4664
21,44,-4925
21,45,-5192
21,46,-5465
21,47,-5744
21,48,-6029
21,49,-6320
21,50,-6617
21,51,-6920
21,52,-7229
21,53,-7544
21,54,-7865
21,55,-8192
21,56,-8525
21,57,-8864
21,58,-9209
21,59,-9560
21,60,-9917
21,61,-10280
21,62,-10649
21,63,-11024
21,64,-11405
21,65,-11792
21,66,-12185
21,67,-12584
21,68,-12989
21,69,-13400
21,70,-13817
21,71,-14240
21,72,-14669
21,73,-15104
21,74,-15545
21,75,-15992
21,76,-16445
21,77,-16904
21,78,-17369
21,79,-17840
21,80,-18317
21,81,-18800
21,82,-19289
21,83,-19784
21,84,-20285
21,85,-20792
21,86,-21305
21,87,-21824
21,88,-22349
21,89,-22880
21,90,-23417
21,91,-23960
21,92,-24509
21,93,-25064
21,94,-25625
21,95,-26192
21,96,-26765
21,97,-27344
21,98,-27929
21,99,-28520
21,100,-29117
22,1,966
22,2,957
22,3,942
22,4,921
22,5,894
22,6,861
22,7,822
22,8,777
22,9,726
22,10,669
22,11,606
22,12,537
22,13,462
22,14,381
22,15,294
22,16,201
22,17,102
22,18,-3
22,19,-114
22,20,-231
22,21,-354
22,22,-483
22,23,-618
22,24,-759
22,25,-906
22,26,-1059
22,27,-1218
22,28,-1383
22,29,-1554
22,30,-1731
22,31,-1914
22,32,-2103
22,33,-2298
22,34,-2499
22,35,-2706
22,36,-2919
22,37,-3138
22,38,-3363
22,39,-3594
22,40,-3831
22,41,-4074
22,42,-4323
22,43,-4578
22,44,-4839
22,45,-5106
22,46,-5379
22,47,-5658
22,48,-5943
22,49,-6234
22,50,-6531
22,51,-6834
22,52,-7143
22,53,-7458
22,54,-7779
22,55,-8106
22,56,-8439
22,57,-8778
22,58,-9123
22,59,-9474
22,60,-9831
22,61,-10194
22,62,-10563
22,63,-10938
22,64,-11319
22,65,-11706
22,66,-12099
22,67,-12498
22,68,-12903
22,69,-13314
22,70,-13731
22,71,-14154
22,72,-14583
22,73,-15018
22,74,-15459
22,75,-15906
22,76,-16359
22,77,-16818
22,78,-17283
22,79,-17754
22,80,-18231
22,81,-18714
22,82,-19203
22,83,-19698
22,84,-20199
22,85,-20706
22,86,-21219
22,87,-21738
22,88,-22263
22,89,-22794
22,90,-23331
22,91,-23874
22,92,-24423
22,93,-24978
22,94,-25539
22,95,-26106
22,96,-26679
22,97,-27258
22,98,-27843
22,99,-28434
22,100,-29031
23,1,1056
23,2,1047
23,3,1032
23,4,1011
23,5,984
23,6,951
23,7,912
23,8,867
23,9,816
23,10,759
23,11,696
23,12,627
23,13,552
23,14,471
23,15,384
23,16,291
23,17,192
23,18,87
23,19,-24
23,20,-141
23,21,-264
23,22,-393
23,23,-528
23,24,-669
23,25,-816
23,26,-969
23,27,-1128
23,28,-1293
23,29,-1464
23,30,-1641
23,31,-1824
23,32,-2013
23,33,-2208
23,34,-2409
23,35,-2616
23,36,-2829
23,37,-3048
23,38,-3273
23,39,-3504
23,40,-3741
23,41,-3984
23,42,-4233
23,43,-4488
23,44,-4749
23,45,-5016
23,46,-5289
23,47,-5568
23,48,-5853
23,49,-6144
23,50,-6441
23,51,-6744
23,52,-7053
23,53,-7368
23,54,-7689
23,55,-8016
23,56,-8349
23,57,-8688
23,58,-9033
23,59,-9384
23,60,-9741
23,61,-10104
23,62,-10473
23,63,-10848
23,64,-11229
23,65,-11616
23,66,-12009
23,67,-12408
23,68,-12813
23,69,-13224
23,70,-13641
23,71,-14064
23,72,-14493
23,73,-14928
23,74,-15369
23,75,-15816
23,76,-16269
23,77,-16728
23,78,-17193
23,79,-17664
23,80,-18141
23,81,-18624
23,82,-19113
23,83,-19608
23,84,-20109
23,85,-20616
23,86,-21129
23,87,-21648
23,88,-22173
23,89,-22704
23,90,-23241
23,91,-23784
23,92,-24333
23,93,-24888
23,94,-25449
23,95,-26016
23,96,-26589
23,97,-27168
23,98,-27753
23,99,-28344
23,100,-28941
24,1,1150
24,2,1141
24,3,1126
24,4,1105
24,5,1078
24,6,1045
24,7,1006
24,8,961
24,9,910
24,10,853
24,11,790
24,12,721
24,13,646
24,14,565
24,15,478
24,16,385
24,17,286
24,18,181
24,19,70
24,20,-47
24,21,-170
24,22,-299
24,23,-434
24,24,-575
24,25,-722
24,26,-875
24,27,-1034
24,28,-1199
24,29,-1370
24,30,-1547
24,31,-1730
24,32,-1919
24,33,-2114
24,34,-2315
24,35,-2522
24,36,-2735
24,37,-2954
24,38,-3179
24,39,-3410
24,40,-3647
24,41,-3890
24,42,-4139
24,43,-4394
24,44,-4655
24,45,-4922
24,46,-5195
24,47,-5474
24,48,-5759
24,49,-6050
24,50,-6347
24,51,-6650
24,52,-6959
24,53,-7274
24,54,-7595
24,55,-7922
24,56,-8255
24,57,-8594
24,58,-8939
24,59,-9290
24,60,-9647
24,61,-10010
24,62,-10379
24,63,-10754
24,64,-11135
24,65,-11522
24,66,-11915
24,67,-12314
24,68,-12719
24,69,-13130
24,70,-13547
24,71,-13970
24,72,-14399
24,73,-14834
24,74,-15275
24,75,-15722
24,76,-16175
24,77,-16634
24,78,-17099
24,79,-17570
24,80,-18047
24,81,-18530
24,82,-19019
24,83,-19514
24,84,-20015
24,85,-20522
24,86,-21035
24,87,-21554
24,88,-22079
24,89,-22610
24,90,-23147
24,91,-23690
24,92,-24239
24,93,-24794
24,94,-25355
24,95,-25922
24,96,-26495
24,97,-27074
24,98,-27659
24,99,-28250
24,100,-28847
25,1,1248
25,2,1239
25,3,1224
25,4,1203
25,5,1176
25,6,1143
25,7,1104
25,8,1059
25,9,1008
25,10,951
25,11,888
25,12,819
25,13,744
25,14,663
25,15,576
25,16,483
25,17,384
25,18,279
25,19,168
25,20,51
25,21,-72
25,22,-201
25,23,-336
25,24,-477
25,25,-624
25,26,-777
25,27,-936
25,28,-1101
25,29,-1272
25,30,-1449
25,31,-1632
25,32,-1821
25,33,-2016
25,34,-2217
25,35,-2424
25,36,-2637
25,37,-2856
25,38,-3081
25,39,-3312
25,40,-3549
25,41,-3792
25,42,-4041
25,43,-4296
25,44,-4557
25,45,-4824
25,46,-5097
25,47,-5376
25,48,-5661
25,49,-5952
25,50,-6249
25,51,-6552
25,52,-6861
25,53,-7176
25,54,-7497
25,55,-7824
25,56,-8157
25,57,-8496
25,58,-8841
25,59,-9192
25,60,-9549
25,61,-9912
25,62,-10281
25,63,-10656
25,64,-11037
25,65,-11424
25,66,-11817
25,67,-12216
25,68,-12621
25,69,-13032
25,70,-13449
25,71,-13872
25,72,-14301
25,73,-14736
25,74,-15177
25,75,-15624
25,76,-16077
25,77,-16536
25,78,-17001
25,79,-17472
25,80,-17949
25,81,-18432
25,82,-18921
25,83,-19416
25,84,-19917
25,85,-20424
25,86,-20937
25,87,-21456
25,88,-21981
25,89,-22512
25,90,-23049
25,91,-23592
25,92,-24141
25,93,-24696
25,94,-25257
25,95,-25824
25,96,-26397
25,97,-26976
25,98,-27561
25,99,-28152
25,100,-28749
26,1,1350
26,2,1341
26,3,1326
26,4,1305
26,5,1278
26,6,1245
26,7,1206
26,8,1161
26,9,1110
26,10,1053
26,11,990
26,12,921
26,13,846
26,14,765
26,15,678
26,16,585
26,17,486
26,18,381
26,19,270
26,20,153
26,21,30
26,22,-99
26,23,-234
26,24,-375
26,25,-522
26,26,-675
26,27,-834
26,28,-999
26,29,-1170
26,30,-1347
26,31,-1530
26,32,-1719
26,33,-1914
26,34,-2115
26,35,-2322
26,36,-2535
26,37,-2754
26,38,-2979
26,39,-3210
26,40,-3447
26,41,-3690
26,42,-3939
26,43,-4194
26,44,-4455
26,45,-4722
26,46,-4995
26,47,-5274
26,48,-5559
26,49,-5850
26,50,-6147
26,51,-6450
26,52,-6759
26,53,-7074
26,54,-7395
26,55,-7722
26,56,-8055
26,57,-8394
26,58,-8739
26,59,-9090
26,60,-9447
26,61,-9810
26,62,-10179
26,63,-10554
26,64,-10935
26,65,-11322
26,66,-11715
26,67,-12114
26,68,-12519
26,69,-12930
26,70,-13347
26,71,-13770
26,72,-14199
26,73,-14634
26,74,-15075
26,75,-15522
26,76,-15975
26,77,-16434
26,78,-16899
26,79,-17370
26,80,-17847
26,81,-18330
26,82,-18819
26,83,-19314
26,84,-19815
26,85,-20322
26,86,-20835
26,87,-21354
26,88,-21879
26,89,-22410
26,90,-22947
26,91,-23490
26,92,-24039
26,93,-24594
26,94,-25155
26,95,-25722
26,96,-26295
26,97,-26874
26,98,-27459
26,99,-28050
26,100,-28647
27,1,1456
27,2,1447
27,3,1432
27,4,1411
27,5,1384
27,6,1351
27,7,1312
27,8,1267
27,9,1216
27,10,1159
27,11,1096
27,12,1027
27,13,952
27,14,871
27,15,784
27,16,691
27,17,592
27,18,487
27,19,376
27,20,259
27,21,136
27,22,7
27,23,-128
27,24,-269
27,25,-416
27,26,-569
27,27,-728
27,28,-893
27,29,-1064
27,30,-1241
27,31,-1424
27,32,-1613
27,33,-1808
27,34,-2009
27,35,-2216
27,36,-2429
27,37,-2648
27,38,-2873
27,39,-3104
27,40,-3341
27,41,-3584
27,42,-3833
27,43,-4088
27,44,-4349
27,45,-4616
27,46,-4889
27,47,-5168
27,48,-5453
27,49,-5744
27,50,-6041
27,51,-6344
27,52,-6653
27,53,-6968
27,54,-7289
27,55,-7616
27,56,-7949
27,57,-8288
27,58,-8633
27,59,-8984
27,60,-9341
27,61,-9704
27,62,-10073
27,63,-10448
27,64,-10829
27,65,-11216
27,66,-11609
27,67,-12008
27,68,-12413
27,69,-12824
27,70,-13241
27,71,-13664
27,72,-14093
27,73,-14528
27,74,-14969
27,75,-15416
27,76,-15869
27,77,-16328
27,78,-16793
27,79,-17264
27,80,-17741
27,81,-18224
27,82,-18713
27,83,-19208
27,84,-19709
27,85,-20216
27,86,-20729
27,87,-21248
27,88,-21773
27,89,-22304
27,90,-22841
27,91,-23384
27,92,-23933
27,93,-24488
27,94,-25049
27,95,-25616
27,96,-26189
27,97,-26768
27,98,-27353
27,99,-27944
27,100,-28541
28,1,1566
28,2,1557
28,3,1542
28,4,1521
28,5,1494
28,6,1461
28,7,1422
28,8,1377
28,9,1326
28,10,1269
28,11,1206
28,12,1137
28,13,1062
28,14,981
28,15,894
28,16,801
28,17,702
28,18,597
28,19,486
28,20,369
28,21,246
28,22,117
28,23,-18
28,24,-159
28,25,-306
28,26,-459
28,27,-618
28,28,-783
28,29,-954
28,30,-1131
28,31,-1314
28,32,-1503
28,33,-1698
28,34,-1899
28,35,-2106
28,36,-2319
28,37,-2538
28,38,-2763
28,39,-2994
28,40,-3231
28,41,-3474
28,42,-3723
28,43,-3978
28,44,-4239
28,45,-4506
28,46,-4779
28,47,-5058
28,48,-5343
28,49,-5634
28,50,-5931
28,51,-6234
28,52,-6543
28,53,-6858
28,54,-7179
28,55,-7506
28,56,-7839
28,57,-8178
28,58,-8523
28,59,-8874
28,60,-9231
28,61,-9594
28,62,-9963
28,63,-10338
28,64,-10719
28,65,-11106
28,66,-11499
28,67,-11898
28,68,-12303
28,69,-12714
28,70,-13131
28,71,-13554
28,72,-13983
28,73,-14418
28,74,-14859
28,75,-15306
28,76,-15759
28,77,-16218
28,78,-16683
28,79,-17154
28,80,-17631
28,81,-18114
28,82,-18603
28,83,-19098
28,84,-19599
28,85,-20106
28,86,-20619
28,87,-21138
28,88,-21663
28,89,-22194
28,90,-22731
28,91,-23274
28,92,-23823
28,93,-24378
28,94,-24939
28,95,-25506
28,96,-26079
28,97,-26658
28,98,-27243
28,99,-27834
28,100,-28431
29,1,1680
29,2,1671
29,3,1656
29,4,1635
29,5,1608
29,6,1575
29,7,1536
29,8,1491
29,9,1440
29,10,1383
29,11,1320
29,12,1251
29,13,1176
29,14,1095
29,15,1008
29,16,915
29,17,816
29,18,711
29,19,600
29,20,483
29,21,360
29,22,231
29,23,96
29,24,-45
29,25,-192
29,26,-345
29,27,-504
29,28,-669
29,29,-840
29,30,-1017
29,31,-1200
29,32,-1389
29,33,-1584
29,34,-1785
29,35,-1992
29,36,-2205
29,37,-2424
29,38,-2649
29,39,-2880
29,40,-3117
29,41,-3360
29,42,-3609
29,43,-3864
29,44,-4125
29,45,-4392
29,46,-4665
29,47,-4944
29,48,-5229
29,49,-5520
29,50,-5817
29,51,-6120
29,52,-6429
29,53,-6744
29,54,-7065
29,55,-7392
29,56,-7725
29,57,-8064
29,58,-8409
29,59,-8760
29,60,-9117
29,61,-9480
29,62,-9849
29,63,-10224
29,64,-10605
29,65,-10992
29,66,-11385
29,67,-11784
29,68,-12189
29,69,-12600
29,70,-13017
29,71,-13440
29,72,-13869
29,73,-14304
29,74,-14745
29,75,-15192
29,76,-15645
29,77,-16104
29,78,-16569
29,79,-17040
29,80,-17517
29,81,-18000
29,82,-18489
29,83,-18984
29,84,-19485
29,85,-19992
29,86,-20505
29,87,-21024
29,88,-21549
29,89,-22080
29,90,-22617
29,91,-23160
29,92,-23709
29,93,-24264
29,94,-24825
29,95,-25392
29,96,-25965
29,97,-26544
29,98,-27129
29,99,-27720
29,100,-28317
30,1,1798
30,2,1789
30,3,1774
30,4,1753
30,5,1726
30,6,1693
30,7,1654
30,8,1609
30,9,1558
30,10,1501
30,11,1438
30,12,1369
30,13,1294
30,14,1213
30,15,1126
30,16,1033
30,17,934
30,18,829
30,19,718
30,20,601
30,21,478
30,22,349
30,23,214
30,24,73
30,25,-74
30,26,-227
30,27,-386
30,28,-551
30,29,-722
30,30,-899
30,31,-1082
30,32,-1271
30,33,-1466
30,34,-1667
30,35,-1874
30,36,-2087
30,37,-2306
30,38,-2531
30,39,-2762
30,40,-2999
30,41,-3242
30,42,-3491
30,43,-3746
30,44,-4007
30,45,-4274
30,46,-4547
30,47,-4826
30,48,-5111
30,49,-5402
30,50,-5699
30,51,-6002
30,52,-6311
30,53,-6626
30,54,-6947
30,55,-7274
30,56,-7607
30,57,-7946
30,58,-8291
30,59,-8642
30,60,-8999
30,61,-9362
30,62,-9731
30,63,-10106
30,64,-10487
30,65,-10874
30,66,-11267
30,67,-11666
30,68,-12071
30,69,-12482
30,70,-12899
30,71,-13322
30,72,-13751
30,73,-14186
30,74,-14627
30,75,-15074
30,76,-15527
30,77,-15986
30,78,-16451
30,79,-16922
30,80,-17399
30,81,-17882
30,82,-18371
30,83,-18866
30,84,-19367
30,85,-19874
30,86,-20387
30,87,-20906
30,88,-21431
30,89,-21962
30,90,-22499
30,91,-23042
30,92,-23591
30,93,-24146
30,94,-24707
30,95,-25274
30,96,-25847
30,97,-26426
30,98,-27011
30,99,-27602
30,100,-28199
31,1,1920
31,2,1911
31,3,1896
31,4,1875
31,5,1848
31,6,1815
31,7,1776
31,8,1731
31,9,1680
31,10,1623
31,11,1560
31,12,1491
31,13,1416
31,14,1335
31,15,1248
31,16,1155
31,17,1056
31,18,951
31,19,840
31,20,723
31,21,600
31,22,471
31,23,336
31,24,195
31,25,48
31,26,-105
31,27,-264
31,28,-429
31,29,-600
31,30,-777
31,31,-960
31,32,-1149
31,33,-1344
31,34,-1545
31,35,-1752
31,36,-1965
31,37,-2184
31,38,-2409
31,39,-2640
31,40,-2877
31,41,-3120
31,42,-3369
31,43,-3624
31,44,-3885
31,45,-4152
31,46,-4425
31,47,-4704
31,48,-4989
31,49,-5280
31,50,-5577
31,51,-5880
31,52,-6189
31,53,-6504
31,54,-6825
31,55,-7152
31,56,-7485
31,57,-7824
31,58,-8169
31,59,-8520
31,60,-8877
31,61,-9240
31,62,-9609
31,63,-9984
31,64,-10365
31,65,-10752
31,66,-11145
31,67,-11544
31,68,-11949
31,69,-12360
31,70,-12777
31,71,-13200
31,72,-13629
31,73,-14064
31,74,-14505
31,75,-14952
31,76,-15405
31,77,-15864
31,78,-16329
31,79,-16800
31,80,-17277
31,81,-17760
31,82,-18249
31,83,-18744
31,84,-19245
31,85,-19752
31,86,-20265
31,87,-20784
31,88,-21309
31,89,-21840
31,90,-22377
31,91,-22920
31,92,-23469
31,93,-24024
31,94,-24585
31,95,-25152
31,96,-25725
31,97,-26304
31,98,-26889
31,99,-27480
31,100,-28077
32,1,2046
32,2,2037
32,3,2022
32,4,2001
32,5,1974
32,6,1941
32,7,1902
32,8,1857
32,9,1806
32,10,1749
32,11,1686
32,12,1617
32,13,1542
32,14,1461
32,15,1374
32,16,1281
32,17,1182
32,18,1077
32,19,966
32,20,849
32,21,726
32,22,597
32,23,462
32,24,321
32,25,174
32,26,21
32,27,-138
32,28,-303
32,29,-474
32,30,-651
32,31,-834
32,32,-1023
32,33,-1218
32,34,-1419
32,35,-1626
32,36,-1839
32,37,-2058
32,38,-2283
32,39,-2514
32,40,-2751
32,41,-2994
32,42,-3243
32,43,-3498
32,44,-3759
32,45,-4026
32,46,-4299
32,47,-4578
32,48,-4863
32,49,-5154
32,50,-5451
32,51,-5754
32,52,-6063
32,53,-6378
32,54,-6699
32,55,-7026
32,56,-7359
32,57,-7698
32,58,-8043
32,59,-8394
32,60,-8751
32,61,-9114
32,62,-9483
32,63,-9858
32,64,-10239
32,65,-10626
32,66,-11019
32,67,-11418
32,68,-11823
32,69,-12234
32,70,-12651
32,71,-13074
32,72,-13503
32,73,-13938
32,74,-14379
32,75,-14826
32,76,-15279
32,77,-15738
32,78,-16203
32,79,-16674
32,80,-17151
32,81,-17634
32,82,-18123
32,83,-18618
32,84,-19119
32,85,-19626
32,86,-20139
32,87,-20658
32,88,-21183
32,89,-21714
32,90,-22251
32,91,-22794
32,92,-23343
32,93,-23898
32,94,-24459
32,95,-25026
32,96,-25599
32,97,-26178
32,98,-26763
32,99,-27354
32,100,-27951
33,1,2176
33,2,2167
33,3,2152
33,4,2131
33,5,2104
33,6,2071
33,7,2032
33,8,1987
33,9,1936
33,10,1879
33,11,1816
33,12,1747
33,13,1672
33,14,1591
33,15,1504
33,16,1411
33,17,1312
33,18,1207
33,19,1096
33,20,979
33,21,856
33,22,727
33,23,592
33,24,451
33,25,304
33,26,151
33,27,-8
33,28,-173
33,29,-344
33,30,-521
33,31,-704
33,32,-893
33,33,-1088
33,34,-1289
33,35,-1496
33,36,-1709
33,37,-1928
33,38,-2153
33,39,-2384
33,40,-2621
33,41,-2864
33,42,-3113
33,43,-3368
33,44,-3629
33,45,-3896
33,46,-4169
33,47,-4448
33,48,-4733
33,49,-5024
33,50,-5321
33,51,-5624
33,52,-5933
33,53,-6248
33,54,-6569
33,55,-6896
33,56,-7229
33,57,-7568
33,58,-7913
33,59,-8264
33,60,-8621
33,61,-8984
33,62,-9353
33,63,-9728
33,64,-10109
33,65,-10496
33,66,-10889
33,67,-11288
33,68,-11693
33,69,-12104
33,70,-12521
33,71,-12944
33,72,-13373
33,73,-13808
33,74,-14249
33,75,-14696
33,76,-15149
33,77,-15608
33,78,-16073
33,79,-16544
33,80,-17021
33,81,-17504
33,82,-17993
33,83,-18488
33,84,-18989
33,85,-19496
33,86,-20009
33,87,-20528
33,88,-21053
33,89,-21584
33,90,-22121
33,91,-22664
33,92,-23213
33,93,-23768
33,94,-24329
33,95,-24896
33,96,-25469
33,97,-26048
33,98,-26633
33,99,-27224
33,100,-27821
34,1,2310
34,2,2301
34,3,2286
34,4,2265
34,5,2238
34,6,2205
34,7,2166
34,8,2121
34,9,2070
34,10,2013
34,11,1950
34,12,1881
34,13,1806
34,14,1725
34,15,1638
34,16,1545
34,17,1446
34,18,1341
34,19,1230
34,20,1113
34,21,990
34,22,861
34,23,726
34,24,585
34,25,438
34,26,285
34,27,126
34,28,-39
34,29,-210
34,30,-387
34,31,-570
34,32,-759
34,33,-954
34,34,-1155
34,35,-1362
34,36,-1575
34,37,-1794
34,38,-2019
34,39,-2250
34,40,-2487
34,41,-2730
34,42,-2979
34,43,-3234
34,44,-3495
34,45,-3762
34,46,-4035
34,47,-4314
34,48,-4599
34,49,-4890
34,50,-5187
34,51,-5490
34,52,-5799
34,53,-6114
34,54,-6435
34,55,-6762
34,56,-7095
34,57,-7434
34,58,-7779
34,59,-8130
34,60,-8487
34,61,-8850
34,62,-9219
34,63,-9594
34,64,-9975
34,65,-10362
34,66,-10755
34,67,-11154
34,68,-11559
34,69,-11970
34,70,-12387
34,71,-12810
34,72,-13239
34,73,-13674
34,74,-14115
34,75,-14562
34,76,-15015
34,77,-15474
34,78,-15939
34,79,-16410
34,80,-16887
34,81,-17370
34,82,-17859
34,83,-18354
34,84,-18855
34,85,-19362
34,86,-19875
34,87,-20394
34,88,-20919
34,89,-21450
34,90,-21987
34,91,-22530
34,92,-23079
34,93,-23634
34,94,-24195
34,95,-24762
34,96,-25335
34,97,-25914
34,98,-26499
34,99,-27090
34,100,-27687
35,1,2448
35,2,2439
35,3,2424
35,4,2403
35,5,2376
35,6,2343
35,7,2304
35,8,2259
35,9,2208
35,10,2151
35,11,2088
35,12,2019
35,13,1944
35,14,1863
35,15,1776
35,16,1683
35,17,1584
35,18,1479
35,19,1368
35,20,1251
35,21,1128
35,22,999
35,23,864
35,24,723
35,25,576
35,26,423
35,27,264
35,28,99
35,29,-72
35,30,-249
35,31,-432
35,32,-621
35,33,-816
35,34,-1017
35,35,-1224
35,36,-1437
35,37,-1656
35,38,-1881
35,39,-2112
35,40,-2349
35,41,-2592
35,42,-2841
35,43,-3096
35,44,-3357
35,45,-3624
35,46,-3897
35,47,-4176
35,48,-4461
35,49,-4752
35,50,-5049
35,51,-5352
35,52,-5661
35,53,-5976
35,54,-6297
35,55,-6624
35,56,-6957
35,57,-7296
35,58,-7641
35,59,-7992
35,60,-8349
35,61,-8712
35,62,-9081
35,63,-9456
35,64,-9837
35,65,-10224
35,66,-10617
35,67,-11016
35,68,-11421
35,69,-11832
35,70,-12249
35,71,-12672
35,72,-13101
35,73,-13536
35,74,-13977
35,75,-14424
35,76,-14877
35,77,-15336
35,78,-15801
35,79,-16272
35,80,-16749
35,81,-17232
35,82,-17721
35,83,-18216
35,84,-18717
35,85,-19224
35,86,-19737
35,87,-20256
35,88,-20781
35,89,-21312
35,90,-21849
35,91,-22392
35,92,-22941
35,93,-23496
35,94,-24057
35,95,-24624
35,96,-25197
35,97,-25776
35,98,-26361
35,99,-26952
35,100,-27549
36,1,2590
36,2,2581
36,3,2566
36,4,2545
36,5,2518
36,6,2485
36,7,2446
36,8,2401
36,9,2350
36,10,2293
36,11,2230
36,12,2161
36,13,2086
36,14,2005
36,15,1918
36,16,1825
36,17,1726
36,18,1621
36,19,1510
36,20,1393
36,21,1270
36,22,1141
36,23,1006
36,24,865
36,25,718
36,26,565
36,27,406
36,28,241
36,29,70
36,30,-107
36,31,-290
36,32,-479
36,33,-674
36,34,-875
36,35,-1082
36,36,-1295
36,37,-1514
36,38,-1739
36,39,-1970
36,40,-2207
36,41,-2450
36,42,-2699
36,43,-2954
36,44,-3215
36,45,-3482
36,46,-3755
36,47,-4034
36,48,-4319
36,49,-4610
36,50,-4907
36,51,-5210
36,52,-5519
36,53,-5834
36,54,-6155
36,55,-6482
36,56,-6815
36,57,-7154
36,58,-7499
36,59,-7850
36,60,-8207
36,61,-8570
36,62,-8939
36,63,-9314
36,64,-9695
36,65,-10082
36,66,-10475
36,67,-10874
36,68,-11279
36,69,-11690
36,70,-12107
36,71,-12530
36,72,-12959
36,73,-13394
36,74,-13835
36,75,-14282
36,76,-14735
36,77,-15194
36,78,-15659
36,79,-16130
36,80,-16607
36,81,-17090
36,82,-17579
36,83,-18074
36,84,-18575
36,85,-19082
36,86,-19595
36,87,-20114
36,88,-20639
36,89,-21170
36,90,-21707
36,91,-22250
36,92,-22799
36,93,-23354
36,94,-23915
36,95,-24482
36,96,-25055
36,97,-25634
36,98,-26219
36,99,-26810
36,100,-27407
37,1,2736
37,2,2727
37,3,2712
37,4,2691
37,5,2664
37,6,2631
37,7,2592
37,8,2547
37,9,2496
37,10,2439
37,11,2376
37,12,2307
37,13,2232
37,14,2151
37,15,2064
37,16,1971
37,17,1872
37,18,1767
37,19,1656
37,20,1539
37,21,1416
37,22,1287
37,23,1152
37,24,1011
37,25,864
37,26,711
37,27,552
37,28,387
37,29,216
37,30,39
37,31,-144
37,32,-333
37,33,-528
37,34,-729
37,35,-936
37,36,-1149
37,37,-1368
37,38,-1593
37,39,-1824
37,40,-2061
37,41,-2304
37,42,-2553
37,43,-2808
37,44,-3069
37,45,-3336
37,46,-3609
37,47,-3888
37,48,-4173
37,49,-4464
37,50,-4761
